income,debt_ratio,missed_payments,credit_history_months,label
96409.64,0.1072,0,127,1
74212.28,0.2001,0,119,1
93057.06,0.6177,1,164,0
33550.17,0.2542,1,116,0
56682.17,0.2382,0,49,1
58832.97,0.2996,0,58,0
53654.07,0.343,2,87,0
73112.09,0.2656,0,177,1
79655.86,0.333,0,79,1
71433.03,0.2709,2,104,0
55291.54,0.4151,2,187,1
42998.54,0.1394,1,137,1
98099.13,0.0885,0,182,1
70079.09,0.4556,0,114,1
37858.99,0.1982,1,67,0
54876.51,0.1363,1,94,1
27323.85,0.1037,2,171,0
60834.77,0.3991,1,74,0
54760.75,0.3215,0,131,1
46234.88,0.1975,2,38,0
122157.94,0.3325,2,86,0
35586.82,0.6748,2,132,0
82279.46,0.2117,0,184,1
160174.43,0.1216,0,134,1
97223.77,0.3913,1,118,0
59030.38,0.0612,0,51,1
35942.26,0.2878,0,325,1
32437.55,0.359,0,222,0
49751.79,0.3168,0,129,0
43951.84,0.4822,1,140,0
43312.82,0.2742,0,146,1
51697.2,0.4761,0,31,0
57181.68,0.3148,1,104,0
74484.43,0.7925,1,390,1
34303.12,0.6399,1,122,0
44046.02,0.5036,0,82,0
55722.96,0.1732,0,166,1
54832.13,0.6216,1,131,0
136815.79,0.5462,0,112,1
66470.33,0.2243,1,195,1
28966.19,0.1346,0,266,1
72271.25,0.5406,0,111,0
76538.46,0.4955,0,117,1
56595.93,0.3485,2,135,0
34681.84,0.2822,0,234,0
132074.92,0.079,2,37,0
36995.53,0.3896,1,133,0
80607.54,0.2263,0,57,1
65514.24,0.373,0,139,1
78461.61,0.1657,0,11,1
129066.89,0.7065,0,223,1
77090.67,0.2604,0,54,1
46564.84,0.1273,0,148,1
98488.64,0.4015,0,208,1
45071.49,0.2428,0,134,1
64447.17,0.7192,1,87,0
33460.21,0.4015,0,165,0
37609.93,0.6585,1,27,0
61274.8,0.307,0,45,1
70660.29,0.3362,1,99,0
27831.51,0.2621,0,112,0
74890.27,0.7337,0,208,0
41409.14,0.3892,0,87,0
106495.67,0.1816,0,102,1
51103.9,0.4271,1,172,1
36111.62,0.3757,0,260,1
61951.81,0.1825,0,76,1
39643.97,0.5744,0,108,0
105982.08,0.2528,1,96,1
59888.43,0.4739,1,130,0
55923.81,0.3838,0,182,1
78144.15,0.197,0,133,1
38092.54,0.4307,1,134,0
33519.44,0.6745,1,169,0
71952.27,0.568,1,116,0
36502.94,0.5165,2,52,0
36497.37,0.1973,1,182,0
87250.64,0.4804,0,59,1
75832.24,0.631,0,191,1
34056.52,0.2539,1,381,1
45314.79,0.2785,0,33,1
39867.66,0.5564,0,35,0
133164.93,0.3041,2,229,1
90012.58,0.3022,0,82,1
49544.17,0.4704,2,85,0
77597.28,0.466,1,69,1
32523.44,0.1908,0,51,0
44236.66,0.3546,4,171,0
62767.23,0.3068,1,33,0
73387.13,0.2621,0,82,1
57305.01,0.3619,1,238,0
66943.62,0.4394,0,67,1
62022.43,0.2205,0,170,1
55625.12,0.2157,3,80,0
52403.81,0.0893,1,143,1
49423.48,0.6741,0,157,0
66461.09,0.6447,1,153,0
72032.09,0.4017,2,88,0
65464.39,0.8171,2,120,0
35229.23,0.3945,1,79,0
38195.86,0.062,2,81,0
71646.3,0.4555,0,209,1
116105.32,0.3392,2,101,0
64124.83,0.2301,0,53,1
49749.18,0.5545,0,57,0
66234.26,0.1849,2,320,1
35897.77,0.4149,3,212,0
107906.93,0.1402,0,265,1
65118.72,0.3258,0,130,1
44300.19,0.6017,2,90,0
55544.63,0.5444,1,81,0
47232.32,0.3597,1,75,0
108039.43,0.1367,0,107,1
54665.71,0.7154,2,69,0
64210.02,0.2118,0,241,1
77511.14,0.3006,0,62,1
42901.2,0.2736,0,143,1
65327.56,0.2279,1,122,1
67744.33,0.2931,1,101,0
29752.38,0.3051,2,197,0
67084.84,0.6095,2,120,0
58653.77,0.3867,0,68,1
63480.3,0.3756,1,133,0
60841.86,0.427,0,326,1
67280.55,0.4246,0,76,1
109294.84,0.5924,1,118,0
35214.8,0.1015,1,57,0
51330.04,0.1569,1,225,1
80819.89,0.0285,0,175,1
74340.91,0.1022,0,272,1
73624.45,0.5079,1,86,0
206717.78,0.1853,0,385,1
78933.5,0.1816,1,156,0
99600.45,0.2674,0,122,1
52146.77,0.5215,0,141,1
38299.4,0.3396,0,106,0
51977.03,0.3204,1,198,1
82485.85,0.3829,0,90,1
71902.95,0.5767,0,78,1
71787.32,0.4573,0,171,1
54368.76,0.173,0,89,1
50604.15,0.5143,0,309,1
55219.1,0.4318,0,114,1
82951.71,0.6047,1,117,1
87406.71,0.309,0,129,1
38070.36,0.2368,0,65,1
84377.34,0.4723,1,141,0
44675.27,0.3355,0,141,1
73940.41,0.3043,1,162,1
54919.04,0.4015,0,93,1
121128.21,0.6647,1,108,0
49605.97,0.2184,0,59,0
64885.23,0.2002,1,10,0
78666.05,0.4414,0,159,1
40405.39,0.2541,0,185,0
57942.96,0.3616,0,48,1
53105.55,0.6091,1,32,0
47514.2,0.1557,0,150,1
49125.06,0.3517,1,84,0
98755.91,0.0748,1,123,1
45736.51,0.3129,0,200,1
77256.28,0.2107,1,31,0
68979.71,0.3901,1,99,0
31931.84,0.4628,0,120,0
75631.36,0.1905,0,143,1
31695.15,0.3299,0,79,0
79430.79,0.2948,0,38,0
47656.0,0.5335,0,87,0
60100.01,0.5722,1,257,0
33442.21,0.2701,0,202,1
63264.02,0.6019,0,8,0
90864.77,0.3573,0,115,1
41642.04,0.2512,0,91,0
45559.52,0.163,1,210,1
73466.11,0.3437,0,149,1
74297.18,0.3492,1,134,1
20022.65,0.7611,1,222,0
148291.15,0.6117,0,210,1
75951.41,0.5282,0,116,1
81929.42,0.5083,1,126,0
56128.94,0.5039,1,135,0
25980.22,0.1485,0,82,0
81115.14,0.4318,0,159,1
46428.34,0.4678,2,38,0
76478.83,0.5822,0,42,0
54259.83,0.3071,0,171,1
66643.83,0.1529,1,42,0
42245.44,0.5701,1,366,1
88342.36,0.3397,0,96,1
35074.49,0.0284,1,108,0
164473.75,0.2837,0,34,1
163910.67,0.4885,0,39,1
124830.84,0.7179,0,271,1
106294.15,0.4594,1,34,0
57638.92,0.4285,2,48,0
101209.31,0.4311,0,137,1
57338.1,0.3203,0,109,1
29759.9,0.4111,0,111,0
117764.32,0.3084,1,193,1
99505.78,0.5186,1,111,0
59035.69,0.1303,1,123,1
34498.36,0.4225,1,59,0
45991.4,0.4372,0,233,1
26383.25,0.2827,0,19,0
91609.15,0.259,1,163,1
29100.51,0.7358,1,237,0
68123.25,0.3665,0,83,0
40959.46,0.2896,0,127,0
31507.58,0.0531,0,49,0
66653.3,0.5719,0,138,1
51523.34,0.383,0,125,1
87306.93,0.4414,0,25,1
33846.05,0.1817,0,149,1
42582.92,0.5937,1,119,0
20446.38,0.4741,0,139,0
22405.1,0.5728,0,113,0
134482.13,0.0917,2,170,1
152912.2,0.1619,1,73,1
62425.35,0.0657,1,88,1
41327.24,0.3797,0,115,1
52349.52,0.3846,0,232,1
88708.27,0.2731,0,91,1
47501.9,0.6004,0,59,1
66631.67,0.6069,1,45,0
59531.44,0.4766,0,100,0
46352.68,0.189,0,95,0
47250.25,0.6621,0,140,0
68322.5,0.1669,0,61,1
38576.57,0.214,0,100,1
73370.57,0.4199,0,167,1
48425.87,0.162,1,272,1
63406.1,0.3005,2,35,0
111611.92,0.1896,0,105,1
55509.73,0.4307,0,122,0
90573.05,0.2122,1,61,0
26731.16,0.231,1,56,0
48452.38,0.4647,0,93,1
60624.83,0.0997,3,204,0
142272.4,0.641,0,144,0
24785.69,0.2652,1,61,0
57337.24,0.2858,1,155,0
115325.05,0.533,0,18,1
42055.31,0.2176,0,61,1
54405.61,0.466,2,36,0
69513.94,0.8685,0,125,0
65057.64,0.2033,2,81,0
121127.22,0.296,0,129,1
73263.16,0.4904,1,279,1
108825.16,0.5292,0,14,1
50919.25,0.4481,1,129,0
42905.85,0.2286,0,84,0
54091.08,0.1247,1,80,0
35539.63,0.1816,0,80,1
74427.46,0.6757,0,104,0
50329.91,0.0932,1,15,1
44253.73,0.455,0,97,0
74936.49,0.3,0,119,1
35786.57,0.2594,0,120,1
84687.73,0.2547,1,25,0
48278.82,0.1988,2,47,0
100870.56,0.5422,1,222,1
50174.8,0.3993,1,157,0
79567.37,0.2295,0,154,1
64912.99,0.5591,0,28,0
83680.05,0.0504,0,125,1
62910.99,0.2742,0,85,1
28324.18,0.5193,0,131,0
94273.66,0.5884,2,72,0
57557.67,0.1237,1,191,1
85415.45,0.2853,1,116,1
81683.8,0.3371,1,30,0
42277.77,0.1777,2,37,0
39669.66,0.5036,0,63,0
80411.28,0.3796,0,398,1
52236.56,0.2905,2,154,0
91253.19,0.1029,2,130,0
55260.28,0.423,0,318,1
94895.77,0.2876,0,138,1
72438.05,0.427,0,123,1
68158.34,0.2403,1,94,1
50599.4,0.6605,1,45,0
66475.75,0.1755,1,117,0
102414.51,0.16,0,55,1
58431.07,0.133,0,84,1
76041.04,0.1701,0,138,1
61136.36,0.74,0,42,0
63327.3,0.3648,0,110,1
130031.87,0.2255,0,60,1
102824.46,0.1913,0,247,1
62052.23,0.2809,1,175,1
65940.25,0.2413,0,67,0
43658.72,0.461,0,153,0
55390.47,0.4339,1,227,0
68818.58,0.1428,0,163,1
87796.43,0.3351,1,134,1
83880.58,0.4695,2,107,0
36345.78,0.5162,1,69,0
92933.76,0.4088,0,100,0
57529.43,0.0606,0,36,1
38401.58,0.3711,2,22,0
109247.71,0.5411,0,124,1
115667.57,0.5231,1,142,1
67419.27,0.1435,0,47,0
82368.4,0.187,0,79,1
84571.46,0.8258,2,71,0
112206.64,0.4452,0,182,1
83085.95,0.325,1,142,1
32943.2,0.2372,1,249,1
147918.02,0.1173,1,53,1
96717.11,0.2748,0,167,1
47606.0,0.4224,1,74,0
37671.86,0.393,0,279,1
75144.34,0.3171,0,239,1
52827.28,0.3356,0,76,1
69459.42,0.2863,1,116,1
83661.41,0.2656,1,114,0
46402.15,0.3829,3,105,0
36233.94,0.0524,1,195,1
71226.36,0.2615,1,159,0
47097.51,0.2507,0,202,1
63942.73,0.2763,2,151,0
32712.19,0.5563,1,125,0
53450.85,0.4329,0,234,1
82596.98,0.546,1,54,0
78642.66,0.5514,1,101,0
41992.19,0.1404,0,123,1
35393.41,0.3335,1,284,1
60300.38,0.2821,1,63,0
77069.64,0.6661,1,54,0
71849.49,0.2751,3,80,0
47549.57,0.4748,1,78,0
68461.1,0.5137,1,163,0
117719.5,0.3092,0,14,1
65664.59,0.664,1,292,0
28712.37,0.3296,0,48,0
65607.16,0.2182,0,351,1
150208.65,0.3488,0,129,1
33546.04,0.3888,1,54,0
60680.4,0.3024,0,57,1
54076.18,0.4019,0,387,1
62514.1,0.4456,0,101,0
65343.51,0.2643,1,99,0
100006.19,0.1854,0,160,1
62202.62,0.6761,0,130,1
106379.35,0.2444,0,101,1
56786.56,0.3295,0,109,1
51145.94,0.2153,0,162,1
44305.66,0.4451,0,147,1
26431.48,0.1959,0,250,1
67785.37,0.5735,0,111,0
150889.06,0.2386,0,168,1
73585.7,0.2167,1,205,1
81555.28,0.5923,0,116,0
49718.68,0.2729,1,106,0
53639.98,0.642,1,190,1
93254.6,0.458,4,69,0
147843.88,0.5954,0,155,1
116958.75,0.4824,1,159,1
86022.15,0.6116,1,218,0
60828.75,0.512,0,164,1
65799.89,0.7863,0,201,0
42655.94,0.1268,0,186,1
31204.72,0.6243,0,64,0
36060.04,0.4179,0,162,0
61231.07,0.2368,1,229,0
52501.84,0.3439,0,124,1
30907.41,0.2179,1,167,1
58876.92,0.5706,0,98,1
51880.92,0.331,2,263,1
35320.47,0.3714,0,50,0
50686.73,0.1838,1,202,1
51822.06,0.213,1,40,0
45365.78,0.2686,2,228,0
90853.32,0.132,0,93,1
25430.24,0.1602,2,24,0
24499.07,0.2412,1,90,0
59962.74,0.2802,1,138,1
62520.97,0.2342,0,148,1
71818.46,0.1359,0,135,1
46979.28,0.3596,0,33,0
39613.86,0.2362,0,102,0
59677.34,0.4918,0,43,0
49084.07,0.4769,0,71,0
120328.66,0.2812,1,187,1
51745.76,0.4252,1,101,0
58458.17,0.4159,3,109,0
182396.5,0.1412,0,48,1
54850.02,0.1928,0,77,1
76900.73,0.5518,0,106,0
80084.63,0.306,0,122,1
83210.66,0.414,0,90,1
68204.73,0.3174,1,161,1
65331.42,0.0736,0,27,1
62639.44,0.3195,2,142,0
46203.13,0.1327,0,236,1
69319.63,0.3515,1,243,1
149177.27,0.3248,1,128,1
103239.5,0.2961,2,94,0
68649.09,0.4098,0,55,1
88002.76,0.5738,1,44,0
40492.45,0.0148,0,75,1
53250.88,0.0954,0,105,1
91723.37,0.5362,1,55,0
116917.66,0.2903,0,96,1
42324.03,0.279,0,129,1
48164.87,0.3921,2,303,0
159790.54,0.2379,0,207,1
62524.74,0.4991,0,129,0
136013.97,0.459,0,144,1
65715.22,0.4261,1,107,0
66888.42,0.3373,2,69,0
52183.89,0.043,0,279,1
91505.08,0.4544,0,175,1
110304.49,0.1307,1,109,1
37580.82,0.2577,1,67,0
51092.72,0.2904,0,182,1
90380.64,0.2482,0,334,1
56483.46,0.6318,0,105,0
47952.99,0.2639,1,130,0
94305.42,0.3027,1,162,1
98376.18,0.4212,0,212,1
48906.28,0.493,2,150,0
65878.34,0.3354,0,69,0
34758.74,0.3528,1,89,0
40015.96,0.0275,1,195,1
63314.8,0.0733,1,189,1
60726.35,0.3369,0,72,0
38750.76,0.051,1,152,0
43382.51,0.7107,1,35,0
37076.18,0.3338,0,74,0
73480.62,0.1526,1,86,1
24700.09,0.3778,1,79,0
37979.06,0.0525,1,75,1
25891.66,0.1549,0,141,0
72298.54,0.4933,0,58,0
26602.75,0.0828,0,92,0
60735.17,0.1797,3,303,0
125214.78,0.544,0,66,1
127140.15,0.7077,0,83,0
26564.78,0.3325,0,97,0
68479.13,0.2706,0,156,1
38367.38,0.3836,2,20,0
34999.49,0.3573,0,94,0
56893.62,0.4295,2,129,0
104060.84,0.4028,1,119,1
78420.96,0.5393,0,88,1
43398.78,0.4653,0,131,0
82229.16,0.2444,1,35,0
21814.52,0.1789,0,99,0
42666.72,0.3036,2,178,0
41326.07,0.4956,0,63,0
62021.99,0.1867,2,113,0
54651.25,0.334,1,58,0
56181.23,0.1809,0,78,1
55346.92,0.3002,0,140,1
60480.92,0.2176,1,135,0
76348.14,0.1878,2,71,0
64035.89,0.4194,0,53,0
52682.66,0.1383,3,139,0
71738.78,0.5986,0,190,1
86834.18,0.1446,0,32,1
46620.16,0.5868,0,41,0
58294.83,0.387,0,160,1
100998.2,0.3908,1,70,1
36452.22,0.0665,0,46,0
134876.66,0.5049,0,56,1
32773.65,0.422,2,79,0
51255.9,0.3355,1,118,0
39042.83,0.4349,0,101,0
160262.3,0.3103,2,43,0
47738.45,0.2987,2,113,0
47792.38,0.2268,0,63,1
50673.74,0.1583,0,194,1
62506.21,0.1031,1,67,1
51647.71,0.3929,0,166,1
56398.67,0.2425,0,54,0
15000.0,0.7143,0,97,0
61434.2,0.5535,0,120,1
60355.84,0.1341,2,361,1
95545.32,0.2844,1,57,1
107912.65,0.2312,0,152,1
55024.37,0.4828,0,44,0
86448.41,0.6378,2,212,0
36471.78,0.3651,0,221,1
84567.39,0.7445,0,45,0
46276.33,0.5099,1,104,0
35132.65,0.2683,1,31,0
55076.87,0.3669,2,48,0
112444.23,0.1968,1,196,1
64955.16,0.2162,0,271,1
117409.1,0.4764,1,145,1
42747.68,0.3422,0,146,1
95945.25,0.5292,0,131,0
44646.36,0.5771,1,50,0
66263.73,0.27,2,89,0
66006.42,0.2086,1,147,0
80633.65,0.1912,1,12,1
67025.83,0.4406,0,131,1
42931.75,0.1269,0,91,1
88977.44,0.1369,0,114,1
130515.26,0.2472,0,77,1
46041.04,0.3302,0,169,1
26216.53,0.3079,0,181,1
74958.79,0.0861,0,99,1
51584.1,0.2227,0,59,1
56443.97,0.4304,1,80,0
76901.45,0.4471,0,62,0
48757.94,0.3803,0,171,1
53051.4,0.1397,0,31,0
57236.45,0.352,0,70,1
116005.08,0.4238,1,398,1
60689.82,0.1191,1,86,0
34335.91,0.5607,1,58,0
34956.32,0.0512,0,87,1
63745.47,0.5803,0,148,1
36017.4,0.1695,0,178,1
29642.47,0.2539,1,41,0
79697.32,0.1442,0,112,1
81472.78,0.2319,1,65,1
50733.34,0.172,2,65,0
68332.9,0.6197,1,169,0
65163.5,0.1602,3,55,0
78518.44,0.1158,0,73,1
78600.82,0.2395,0,257,1
18534.61,0.2604,1,122,0
53732.62,0.1576,1,198,1
75588.31,0.3456,2,32,0
49776.31,0.316,1,137,0
60857.55,0.072,0,235,1
83936.43,0.716,0,162,1
62094.73,0.6691,0,97,0
118014.61,0.5729,1,136,0
99423.5,0.2003,0,127,1
56763.35,0.112,0,23,1
54768.98,0.4869,1,83,1
16603.26,0.3375,1,198,0
51692.81,0.3653,2,146,0
32566.16,0.5155,0,37,0
66141.61,0.2344,0,60,1
64137.97,0.5993,1,213,1
81890.24,0.3305,2,128,0
112252.01,0.6124,0,149,0
59170.52,0.3217,3,23,0
167073.2,0.4032,0,141,1
66476.46,0.5877,0,146,0
33203.24,0.5613,0,50,0
46493.49,0.2656,1,50,0
50628.2,0.6638,2,53,0
78155.62,0.1545,1,38,1
39094.52,0.2947,1,57,0
52360.66,0.2094,0,149,1
55688.66,0.3795,0,229,1
48939.77,0.545,1,75,0
86261.35,0.6829,0,191,1
79905.07,0.4308,1,105,0
101210.24,0.4479,0,148,1
51587.71,0.1524,1,51,1
102861.37,0.6058,0,54,0
32409.32,0.176,0,204,1
32055.6,0.3639,0,53,0
34675.52,0.0507,1,45,1
60122.85,0.5919,0,53,0
102854.45,0.0426,1,99,1
45662.65,0.3443,0,86,0
48314.55,0.5031,1,47,0
54327.83,0.3995,0,192,1
77479.81,0.8102,3,76,0
48294.29,0.4606,1,63,0
47096.9,0.0841,1,88,0
32681.75,0.7022,1,67,0
46292.05,0.4326,1,233,0
101707.65,0.0885,1,107,1
62374.8,0.4331,0,238,1
42918.81,0.5235,0,62,0
104429.22,0.1393,4,88,0
46011.83,0.844,1,136,0
113434.4,0.2193,0,145,1
112602.94,0.3343,1,36,0
61402.46,0.2966,0,28,1
30505.21,0.2411,1,172,0
167757.59,0.1262,1,74,1
71273.1,0.0323,1,73,1
51753.68,0.2051,0,139,1
92065.68,0.5112,1,115,0
82128.16,0.6068,0,62,0
108003.86,0.0956,0,88,1
44442.14,0.0529,1,169,1
69100.21,0.0509,0,148,1
35114.11,0.2501,0,75,1
80809.55,0.4306,1,55,0
59259.1,0.1697,0,183,1
67945.02,0.4791,0,75,1
56058.03,0.3936,1,126,0
53479.57,0.2482,0,59,1
40509.67,0.5893,2,207,0
85450.59,0.5454,1,127,0
117051.21,0.2408,0,263,1
46606.68,0.551,0,87,0
76810.24,0.3087,0,55,1
72728.07,0.3177,3,74,0
60092.72,0.4718,1,49,0
30122.63,0.395,1,273,0
33332.27,0.2109,1,179,1
42131.8,0.4319,1,222,0
22866.95,0.2826,0,121,0
112827.32,0.4044,0,311,1
70648.1,0.4672,0,133,0
59072.31,0.0889,0,46,0
22345.8,0.5188,1,54,0
26350.91,0.3716,0,93,0
59811.09,0.2492,0,143,1
145323.92,0.0329,1,99,1
43722.15,0.0443,2,118,1
88318.87,0.687,0,28,0
48244.83,0.1754,0,110,1
61381.13,0.4156,0,42,0
103425.59,0.5541,0,47,0
51242.36,0.6748,0,300,1
43890.48,0.6692,0,54,0
113338.22,0.5808,0,62,0
61114.29,0.1999,1,156,1
97835.45,0.1327,0,161,1
43986.5,0.2039,0,160,1
112758.47,0.1005,0,383,1
67719.69,0.0659,0,110,1
72813.34,0.5889,0,81,1
63527.82,0.1506,0,35,1
47692.83,0.134,1,65,0
59828.82,0.5755,2,114,0
49061.72,0.2827,0,130,1
92207.41,0.5718,1,23,0
54645.62,0.478,2,162,0
30533.26,0.4513,1,58,0
28120.65,0.2369,0,58,0
27528.49,0.3134,2,28,0
79069.84,0.4601,0,253,1
35661.36,0.414,1,29,0
68530.8,0.1327,1,180,1
63669.35,0.4762,1,111,0
58155.81,0.3599,0,140,1
72931.97,0.8778,1,114,0
64294.96,0.3087,1,71,0
17687.64,0.2053,0,32,0
51759.78,0.1593,0,58,0
72496.71,0.5647,1,202,0
125257.55,0.524,0,75,1
127887.46,0.6511,0,242,1
32421.67,0.2276,0,216,1
51155.41,0.6094,1,166,0
29591.67,0.2209,0,343,1
118651.78,0.3993,2,164,1
94446.17,0.1648,0,76,1
70106.06,0.4055,0,70,0
64520.78,0.3643,0,75,1
111444.72,0.9119,1,159,0
103269.39,0.3466,1,47,1
100822.83,0.1849,0,153,1
73534.2,0.4176,0,37,0
51166.86,0.3851,0,146,1
84559.12,0.471,0,174,1
86441.13,0.5711,1,131,0
54951.88,0.1846,0,95,0
51120.35,0.0578,1,99,1
99706.98,0.3383,2,82,0
126608.16,0.6249,2,59,0
42734.93,0.294,0,39,0
53182.28,0.2189,0,222,1
70116.95,0.2107,1,51,0
74530.93,0.6085,2,91,0
47331.68,0.3686,1,138,0
139746.35,0.4514,0,119,1
72398.65,0.3809,0,166,1
76048.19,0.2376,1,83,0
132124.22,0.1628,0,127,1
48919.05,0.302,0,150,1
57538.27,0.1896,2,40,0
34064.29,0.3487,0,124,0
55405.95,0.4616,1,115,0
30637.58,0.4232,0,232,1
83828.83,0.3314,0,199,1
72330.31,0.2756,0,62,1
52855.59,0.2313,0,147,1
57228.62,0.29,1,48,0
84344.08,0.5327,0,188,1
35914.33,0.4545,1,159,0
65635.73,0.586,1,101,0
82025.0,0.2349,0,74,1
26848.81,0.6392,0,253,0
81488.9,0.3865,0,119,1
28188.57,0.5892,0,111,0
56788.12,0.3185,0,50,1
35471.12,0.4322,0,280,1
114012.23,0.669,2,77,0
35571.34,0.3608,0,30,0
28493.02,0.6388,2,30,0
63577.09,0.5274,0,58,0
49703.65,0.1938,0,183,1
30422.19,0.055,0,100,1
75857.88,0.5305,1,118,0
24436.31,0.2992,0,94,0
37559.87,0.3619,0,54,0
46219.26,0.266,0,126,1
85905.24,0.1432,0,58,1
107254.6,0.5766,0,67,1
98346.48,0.1631,0,95,1
55883.63,0.2679,2,38,0
20084.65,0.3231,2,78,0
71387.91,0.4848,0,213,1
116047.88,0.4283,1,222,1
104318.68,0.2945,0,163,1
73741.95,0.5417,0,48,1
35056.76,0.1283,1,125,0
47269.09,0.5867,0,108,0
142945.18,0.2666,1,51,1
31649.31,0.3373,1,47,0
35720.19,0.1724,0,121,1
91504.94,0.1036,1,25,1
49314.74,0.0862,1,214,1
35179.2,0.389,0,152,0
119084.31,0.2203,0,42,1
73679.15,0.3803,3,113,0
50422.33,0.1942,1,21,0
35753.42,0.3812,0,44,0
150442.01,0.4028,0,137,1
59218.94,0.5798,1,37,0
112285.23,0.6663,1,116,0
89512.64,0.4504,0,164,1
47362.89,0.4676,0,95,0
47532.86,0.1699,0,109,1
114787.94,0.2567,1,134,1
115627.93,0.3402,0,128,1
25729.35,0.4204,0,89,0
76680.38,0.1365,0,266,1
56695.68,0.3577,0,97,1
37609.22,0.1571,1,107,0
67358.59,0.438,1,101,0
32620.02,0.3054,0,120,1
48537.65,0.2893,1,154,0
41801.47,0.553,0,108,1
47814.96,0.3771,0,55,0
57978.91,0.178,1,120,0
37910.94,0.2324,0,230,1
121531.72,0.4418,1,55,0
74755.45,0.1896,0,289,1
134262.67,0.4027,0,60,1
55712.73,0.3126,2,88,0
46772.21,0.5013,0,55,1
132096.37,0.7097,1,89,0
46160.19,0.6189,1,177,0
55258.01,0.3702,1,303,1
82786.59,0.4636,0,107,0
34304.21,0.3261,1,113,0
82461.15,0.3458,0,39,1
77847.43,0.3138,0,48,1
106000.21,0.6834,1,120,1
89368.19,0.2974,0,120,1
107472.5,0.3575,0,114,1
56971.71,0.3041,1,123,0
40611.17,0.1748,0,343,1
154738.74,0.3339,1,78,1
30121.27,0.6201,0,105,0
31510.28,0.3112,3,115,0
77211.8,0.3336,2,72,0
124398.29,0.2272,1,288,1
65205.42,0.5345,1,200,0
93871.93,0.3334,2,103,0
24389.03,0.0439,0,13,0
47820.26,0.3154,2,60,0
25763.74,0.4075,3,124,0
85066.19,0.341,1,117,1
29844.2,0.6125,0,51,0
33690.85,0.0358,0,122,1
75456.48,0.4036,0,199,1
96550.45,0.6002,1,69,0
55740.62,0.25,0,76,0
77387.27,0.2953,0,66,1
76267.69,0.2992,1,53,0
54342.28,0.1749,1,165,0
36584.6,0.1493,0,66,1
77203.58,0.3869,0,144,1
78896.57,0.335,0,121,1
89528.38,0.3683,0,118,1
68901.27,0.5225,0,53,0
35389.66,0.1895,1,67,0
81687.24,0.1533,1,139,0
59836.94,0.3149,0,244,1
48183.32,0.2829,0,166,1
52439.42,0.3034,2,263,1
43887.48,0.1161,0,201,1
89319.91,0.4566,1,99,0
31629.59,0.3645,0,54,0
38289.51,0.3004,0,68,1
51640.02,0.6431,0,163,1
123770.94,0.3139,0,71,1
96223.25,0.4287,0,89,0
28613.15,0.4931,0,145,0
109985.76,0.3652,0,164,1
109890.43,0.3625,1,24,0
35302.05,0.0942,1,166,0
19251.49,0.3542,2,17,0
57959.53,0.6127,1,161,0
99219.61,0.425,0,37,1
122524.7,0.1348,0,118,1
40462.37,0.5571,0,19,0
131714.32,0.3076,0,158,1
21969.94,0.3807,0,62,1
50735.3,0.2187,1,85,1
49625.26,0.7199,0,126,0
100564.21,0.2162,2,107,0
107391.48,0.4554,0,103,1
91986.83,0.443,0,35,1
32606.03,0.2405,1,108,0
88272.03,0.1078,1,185,1
75287.46,0.2569,0,176,1
28224.47,0.7822,0,287,1
23619.87,0.5179,0,188,1
95520.41,0.102,0,108,1
55213.09,0.4895,0,86,0
33579.4,0.4934,0,36,0
54519.99,0.1671,0,224,1
70531.77,0.1839,1,115,1
57682.95,0.5492,0,132,1
29780.41,0.4025,0,57,0
139874.46,0.1972,0,67,1
94079.75,0.0748,1,95,1
51486.77,0.4269,0,158,0
52428.59,0.4638,1,112,0
70387.38,0.3523,0,63,1
36014.26,0.4439,0,66,0
69231.03,0.5025,3,44,0
32898.11,0.4625,0,34,0
58003.56,0.3441,2,62,0
35388.52,0.4298,0,112,0
36201.73,0.1258,0,143,1
125564.54,0.5078,0,247,1
61491.34,0.2693,0,91,0
65731.46,0.4772,0,146,1
24218.67,0.2246,1,101,0
45768.4,0.5821,2,116,0
73684.33,0.6776,1,108,0
65340.11,0.1284,0,81,1
22712.86,0.1966,0,168,1
65723.52,0.6638,1,188,0
70611.72,0.3434,0,104,1
106691.09,0.3283,2,195,0
44584.7,0.1135,1,199,1
21830.62,0.2104,1,52,0
38232.96,0.1698,1,167,0
36545.77,0.3534,1,31,0
83409.63,0.5262,0,187,1
17631.96,0.5546,0,92,0
48934.58,0.2761,1,38,0
113732.9,0.2383,1,99,1
60068.79,0.6106,1,112,0
89620.79,0.4542,0,113,1
28600.82,0.4748,1,137,0
29117.79,0.3795,1,199,0
114320.26,0.5137,1,140,1
62664.28,0.4311,1,167,0
62722.37,0.1077,0,35,1
36200.61,0.3204,1,179,1
62652.06,0.5005,1,91,0
35750.81,0.0853,0,223,1
102139.18,0.5872,1,203,1
204336.58,0.3398,0,64,1
74441.84,0.308,0,24,0
44993.54,0.4985,0,78,0
19146.09,0.6391,2,88,0
28056.94,0.1312,1,141,0
120534.08,0.443,0,64,1
37679.21,0.5366,1,125,0
50671.77,0.1643,1,138,0
80410.23,0.2924,1,82,0
116661.33,0.3816,2,88,0
54731.02,0.5426,0,43,0
49906.17,0.1328,1,71,0
61835.29,0.0965,1,110,1
45141.76,0.6541,0,181,0
46248.36,0.2345,1,74,0
